,date,temperature_2m,relative_humidity_2m,wind_speed_10m,wind_direction_10m,wind_speed_80m,wind_direction_80m,apparent_temperature,precipitation,weather_code
274,2023-11-26 19:30:00,4.0,82.0,7.5170207,196.69933,19.66536,203.7495,0.97225094,0.0,3.0
275,2023-11-26 19:45:00,3.95,82.0,7.8625183,195.94547,19.966211,205.64096,0.8637328,0.0,3.0
276,2023-11-26 20:00:00,3.9,82.0,7.8625183,195.94547,19.966211,205.64096,0.8056245,0.0,3.0
277,2023-11-26 20:15:00,3.85,82.0,8.12197,192.80426,20.46941,203.86018,0.7097044,0.0,3.0
278,2023-11-26 20:30:00,3.75,83.0,8.4042845,189.86574,21.068459,199.9832,0.58022404,0.0,3.0
279,2023-11-26 20:45:00,3.7,84.0,8.707238,187.12492,21.758419,196.33612,0.50562143,0.0,3.0
280,2023-11-26 21:00:00,3.65,84.0,9.028754,184.57384,22.35481,194.93147,0.4005556,0.0,3.0
281,2023-11-26 21:15:00,3.6,84.0,9.0645685,186.84268,22.450264,195.81926,0.33718014,0.0,3.0
282,2023-11-26 21:30:00,3.55,84.0,9.114471,189.0902,22.314194,197.8504,0.27177525,0.0,3.0
283,2023-11-26 21:45:00,3.5,84.0,9.178235,191.30989,21.868332,200.22495,0.20437479,0.0,3.0
284,2023-11-26 22:00:00,3.5,84.0,9.255571,193.49574,21.659916,201.4478,0.19309616,0.0,3.0
285,2023-11-26 22:15:00,3.5,84.0,9.255571,193.49574,21.659916,201.4478,0.19309616,0.0,3.0
286,2023-11-26 22:30:00,3.5,84.0,9.605998,192.99461,21.868332,200.22495,0.14199257,0.0,3.0
287,2023-11-26 22:45:00,3.5,84.0,9.885262,190.49142,21.746502,199.3349,0.101266384,0.0,3.0
